"CRM";"2011-01";"496970000";"1276491000"
"CVX";"2007-12";"8094000000";"77088000000"
"CVX";"2008-12";"9560000000";"86648000000"
"CVX";"2009-12";"8822000000";"91914000000"
"CVX";"2010-12";"17070000000";"105081000000"
"CVX";"2011-12";"20071000000";"121382000000"
"DE";"2007-10";"3901900000";"7155800000"
"DE";"2008-10";"3188800000";"6532700000"
"DE";"2009-10";"4843700000";"4818700000"
"DE";"2010-10";"4018500000";"6290300000"
"DE";"2011-10";"4434500000";"6800300000"
"DMND";"2007-07";"33755000";"125341000"
"DMND";"2008-07";"74279000";"146223000"
"DMND";"2009-07";"24802000";"173341000"
"DMND";"2010-07";"5642000";"379943000"
"DMND";"2011-07";"3112000";"454795000"
"DNDN";"2007-12";"102836000";"40377000"
"DNDN";"2008-12";"105161000";"27006000"
"DNDN";"2009-12";"576945000";"503564000"
"DNDN";"2010-12";"254791000";"492774000"
"DNDN";"2011-12";"538625000";"352637000"
"F";"2007-12";"50798000000";"5628000000"
"F";"2008-12";"39460000000";"-17311000000"
"F";"2009-12";"60098000000";"-7820000000"
"F";"2010-12";"47245000000";"-673000000"
"F";"2011-12";"48604000000";"15028000000"
"FCX";"2007-12";"1626000000";"18234000000"
"FCX";"2008-12";"872000000";"5773000000"
"FCX";"2009-12";"2656000000";"9119000000"
"FCX";"2010-12";"3738000000";"12504000000"
"FCX";"2011-12";"4822000000";"15642000000"
"FFIV";"2007-09";"258465000";"770577000"
"FFIV";"2008-09";"190186000";"718259000"
"FFIV";"2009-09";"317128000";"799020000"
"FFIV";"2010-09";"428496000";"1003698000"
"FFIV";"2011-09";"542550000";"1105436000"
"FSLR";"2006-12";"308415000";"411440000"
"FSLR";"2007-12";"636950000";"1097267000"
"FSLR";"2008-12";"792260000";"1513042000"
"FSLR";"2009-12";"784735000";"2652787000"
"FSLR";"2010-12";"933578000";"3454945000"
"GE";"2007-12";"61175000000";"115559000000"
"GE";"2008-12";"89633000000";"104665000000"
"GE";"2009-12";"124201000000";"117291000000"
"GE";"2010-12";"122896000000";"118936000000"
"GE";"2011-12";"131875000000";"116438000000"
"GM";"2007-12";"0";"—"
"GM";"2008-12";"14194000000";"-85560000000"
"GM";"2009-12";"22813000000";"21249000000"
"GM";"2010-12";"26616000000";"36180000000"
"GM";"2011-12";"31647000000";"38120000000"
"GMCR";"2007-09";"2818000";"99099000"
"GMCR";"2008-09";"804000";"139520000"
"GMCR";"2009-09";"291811000";"590174000"
"GMCR";"2010-09";"4401000";"699245000"
"GMCR";"2011-09";"12989000";"1912215000"
"GOOG";"2007-12";"14218613000";"22689679000"
"GOOG";"2008-12";"15845771000";"28238862000"
"GOOG";"2009-12";"24484775000";"36004224000"
"GOOG";"2010-12";"34975000000";"46241000000"
"GOOG";"2011-12";"44626000000";"58145000000"
"GRPN";"2006-12";"0";"—"
"GRPN";"2007-12";"0";"—"
"GRPN";"2008-12";"0";"—"
"GRPN";"2009-12";"12313000";"-29969000"
"GRPN";"2010-12";"118833000";"8077000"
"HAL";"2007-12";"2235000000";"6866000000"
"HAL";"2008-12";"1124000000";"7725000000"
"HAL";"2009-12";"3394000000";"8728000000"
"HAL";"2010-12";"2051000000";"10373000000"
"HAL";"2011-12";"2848000000";"13198000000"
"HD";"2007-01";"614000000";"25030000000"
"HD";"2008-01";"457000000";"17714000000"
"HD";"2009-01";"525000000";"17777000000"
"HD";"2010-01";"1427000000";"19393000000"
"HD";"2011-01";"545000000";"18889000000"
"HL";"2007-12";"398882000";"492529000"
"HL";"2008-12";"36470000";"649457000"
"HL";"2009-12";"105816000";"865485000"
"HL";"2010-12";"285080000";"962253000"
"HL";"2011-12";"266463000";"1140113000"
"HPQ";"2007-10";"11445000000";"38526000000"
"HPQ";"2008-10";"10246000000";"38942000000"
"HPQ";"2009-10";"13334000000";"40517000000"
"HPQ";"2010-10";"10934000000";"40449000000"
"HPQ";"2011-10";"8043000000";"38625000000"
"IBM";"2007-12";"16146000000";"28470000000"
"IBM";"2008-12";"12907000000";"13465000000"
"IBM";"2009-12";"13974000000";"22637000000"
"IBM";"2010-12";"11651000000";"23046000000"
"IBM";"2011-12";"11922000000";"20138000000"
"IDCC";"2007-12";"177467000";"137067000"
"IDCC";"2008-12";"141660000";"87660000"
"IDCC";"2009-12";"409806000";"169537000"
"IDCC";"2010-12";"541669000";"353116000"
"IDCC";"2011-12";"677994000";"471682000"
"INTC";"2007-12";"12797000000";"42762000000"
"INTC";"2008-12";"8681000000";"39088000000"
"INTC";"2009-12";"9272000000";"41704000000"
"INTC";"2010-12";"21885000000";"49430000000"
"INTC";"2011-12";"14837000000";"45911000000"
"ISRG";"2007-12";"427467000";"888674000"
"ISRG";"2008-12";"451369000";"1266766000"
"ISRG";"2009-12";"555435000";"1537283000"
"ISRG";"2010-12";"910400000";"2037400000"
"ISRG";"2011-12";"1029200000";"2645600000"
"JCP";"2007-01";"2747000000";"4288000000"
"JCP";"2008-01";"2471000000";"5312000000"
"JCP";"2009-01";"2352000000";"4155000000"
"JCP";"2010-01";"3011000000";"4778000000"
"JCP";"2011-01";"2622000000";"5460000000"
"JNJ";"2007-12";"9315000000";"43319000000"
"JNJ";"2008-12";"12809000000";"42511000000"
"JNJ";"2009-12";"19425000000";"50588000000"
"JNJ";"2010-12";"27658000000";"56579000000"
"JNJ";"2011-12";"32261000000";"57080000000"
"JOY";"2007-10";"173248000";"723994000"
"JOY";"2008-10";"201575000";"532474000"
"JOY";"2009-10";"471685000";"813739000"
"JOY";"2010-10";"815581000";"1355394000"
"JOY";"2011-10";"1154321000";"1951795000"
"KO";"2007-12";"4308000000";"21744000000"
"KO";"2008-12";"4979000000";"20472000000"
"KO";"2009-12";"9213000000";"24799000000"
"KO";"2010-12";"11337000000";"31003000000"
"KO";"2011-12";"14035000000";"31635000000"
"LNKD";"2006-12";"0";"—"
"LNKD";"2007-12";"0";"—"
"LNKD";"2008-12";"0";"—"
"LNKD";"2009-12";"89979000";"9082000"
"LNKD";"2010-12";"92951000";"36249000"
"LO";"2007-12";"1210000000";"1013000000"
"LO";"2008-12";"1191000000";"631000000"
"LO";"2009-12";"1384000000";"87000000"
"LO";"2010-12";"2063000000";"-225000000"
"LO";"2011-12";"1634000000";"-1513000000"
"LRCX";"2007-06";"670691000";"1176320000"
"LRCX";"2008-06";"1058736000";"1778597000"
"LRCX";"2009-06";"579388000";"1453089000"
"LRCX";"2010-06";"826457000";"1768135000"
"LRCX";"2011-06";"2122247000";"2469845000"
"LULU";"2007-01";"16028534";"37378798"
"LULU";"2008-01";"53339326";"112034009"
"LULU";"2009-01";"56796981";"154842685"
"LULU";"2010-01";"159573000";"233108000"
"LULU";"2011-01";"316286000";"390389000"
"LVS";"2007-12";"857150000";"2260274000"
"LVS";"2008-12";"3038163000";"4422108000"
"LVS";"2009-12";"4955416000";"6506434000"
"LVS";"2010-12";"3037081000";"6662991000"
"LVS";"2011-12";"3902718000";"7850689000"
"MCD";"2007-12";"1981300000";"15279800000"
"MCD";"2008-12";"2063400000";"13382600000"
"MCD";"2009-12";"1796000000";"14033900000"
